dataset,item_id,task,protocol,seed,missing_rate,method,rank,target_shape,fit_time_sec,run_dir,observed_rate,mask_seed,RMSE_all,SAM_all,NMSE_dB_all,PSNR_all,SSIM_all,ERGAS_all,RMSE_missing,SAM_missing,NMSE_dB_missing,PSNR_missing,SSIM_missing,ERGAS_missing
cave_hsi,1,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",6.260332899983041,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id01_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.09082711488008499,16.152228871885875,-7.355148467743752,20.835689594114342,0.8101455801741825,63.11907676750275,0.12628424167633057,19.117351299612,-4.52822089904959,17.973016905126034,0.5538615579892352,84.66235549773467
cave_hsi,1,structured-missing-completion,block,0,0.5,tucker,"(12,12,3)","(128,128)",2.9397070000413805,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\benchmark\cave_hsi_block_id01_seed0_mr0.5_tucker_r12_12_3,0.49395751953125,0.0,0.10028917785114623,19.955324420289443,-6.494377624376409,19.974918578496435,0.7752074416264068,69.82116768130236,0.13961636582654702,26.365964039394537,-3.656477909585554,17.10127341483463,0.49296882821789534,93.9146587393723
cave_hsi,2,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",5.928236399893649,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id02_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.39632558822631836,35.844472490528666,5.438873670894391,8.038958130808885,0.1282568454900408,259.24635660022307,0.5527220368385315,44.09612212013789,7.537526098378895,5.149863771035737,0.029939630813600418,317.8139592279535
cave_hsi,2,structured-missing-completion,block,0,0.5,tucker,"(12,12,3)","(128,128)",2.9151855999371037,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\benchmark\cave_hsi_block_id02_seed0_mr0.5_tucker_r12_12_3,0.49395751953125,0.0,0.22117942991808642,45.85892915858652,0.37272602607176764,13.105105313031142,0.3143707628326783,166.51695601866854,0.30073437398167924,59.81318027750782,2.2510515935623028,10.436338582826965,0.10882941754989278,200.15323206572236
cave_hsi,3,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",5.742689199978486,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id03_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.08333827555179596,15.547412485636503,-4.191235578593254,21.583109857982752,0.6529468230091358,124.60374282935341,0.1130780354142189,19.912972101267222,-2.11783427307585,18.932434681591335,0.3067800170299273,154.52789923068758
cave_hsi,3,structured-missing-completion,block,0,0.5,tucker,"(12,12,3)","(128,128)",2.8963100999826565,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\benchmark\cave_hsi_block_id03_seed0_mr0.5_tucker_r12_12_3,0.49395751953125,0.0,0.08692927391799372,18.1317782389521,-3.8248049007894007,21.21667895661083,0.6349681341589746,129.6518866543752,0.11772454561454535,24.76463977700982,-1.7680591242630863,18.582659542865375,0.30333583956744997,160.3754005698733
cave_hsi,4,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",5.903801299980842,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id04_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.16449305415153503,19.71138809950589,-5.078500810433223,15.677049209326333,0.754099442538994,102.6344751948836,0.23006471991539001,22.04470826072801,-1.6852710905687787,12.762999180143126,0.3593572892814516,150.71854898196156
cave_hsi,4,structured-missing-completion,block,0,0.5,tucker,"(12,12,3)","(128,128)",2.9247537000337616,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\benchmark\cave_hsi_block_id04_seed0_mr0.5_tucker_r12_12_3,0.49395751953125,0.0,0.17787739717319567,26.239035345532386,-4.39903652797628,14.997584681559967,0.7110034590832219,110.85980276532761,0.2488319325362046,32.46594341729968,-1.004149490518402,12.081877750172419,0.24261112908680021,162.87193868481623
cave_hsi,5,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",4.996266199974343,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id05_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.10456115007400513,31.120650035540436,-3.8147384620034797,19.61259283109825,0.595296738222837,129.74627883677198,0.14653807878494263,32.234541248110965,-2.2132658126877303,16.680989985724256,0.2849096237397796,151.60419166929563
cave_hsi,5,structured-missing-completion,block,0,0.5,tucker,"(12,12,3)","(128,128)",3.4754840000532568,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\benchmark\cave_hsi_block_id05_seed0_mr0.5_tucker_r12_12_3,0.49395751953125,0.0,0.1133574635653884,39.93832900327329,-3.1131432269181203,18.910997604520215,0.5462160909560305,143.4553386753212,0.15868589208689857,46.84136520259803,-1.5215096005347128,15.989233646523948,0.22157409096949574,168.10038165569327
cave_hsi,6,structured-missing-completion,block,0,0.5,ntdpl,"(12,12,3)","(128,128)",4.5447012999793515,C:\Users\mrkys\workspace\NTD-PL\multirun\neurips-lowrank-core\run\cave_hsi_block_id06_seed0_mr0.5_ntdpl_r12_12_3,0.49395751953125,0.0,0.14435434341430664,15.504588218818903,-4.962437575199899,16.811403382282105,0.6168849519129777,103.0930733915495,0.19342361390590668,20.77288102923215,-2.678476526907313,14.26980985422935,0.3811736342568461,134.21177150616762
